Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3B,"CIVIL ENGINEER, CBRN QUALIFIED ENGINEER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3B,"CIVIL ENGINEER, CBRN QUALIFIED ENGINEER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3B,"CIVIL ENGINEER, CBRN QUALIFIED ENGINEER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3B,"CIVIL ENGINEER, CBRN QUALIFIED ENGINEER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3F,"CIVIL ENGINEER, MECHANICAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3F,"CIVIL ENGINEER, MECHANICAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3F,"CIVIL ENGINEER, MECHANICAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3F,"CIVIL ENGINEER, MECHANICAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3F,"CIVIL ENGINEER, MECHANICAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E3G,"CIVIL ENGINEER, GENERAL ENG",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,032E4,CIVIL ENGINEER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,035P3,PUBLIC AFFAIRS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3,FORCE SUPPORT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3Q,"FORCE SUPPORT, SECTION COMMANDER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3Q,"FORCE SUPPORT, SECTION COMMANDER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3Q,"FORCE SUPPORT, SECTION COMMANDER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3Q,"FORCE SUPPORT, SECTION COMMANDER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F3Q,"FORCE SUPPORT, SECTION COMMANDER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F4,"FORCE SUPPORT, STAFF",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F4,"FORCE SUPPORT, STAFF",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F4,"FORCE SUPPORT, STAFF",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F4,"FORCE SUPPORT, STAFF",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,038F4,"FORCE SUPPORT, STAFF",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,041A3,HEALTHCARE ADMIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042B3,PHYSICAL THERAPIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042E3,OPTOMETRIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042E3,OPTOMETRIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042E3,OPTOMETRIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042E3,OPTOMETRIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042E3,OPTOMETRIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3,PHYSICIAN ASSISTANT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3A,"PHYSICIAN ASSISTANT, ORTHOPEDICS SURGERY",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3A,"PHYSICIAN ASSISTANT, ORTHOPEDICS SURGERY",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3A,"PHYSICIAN ASSISTANT, ORTHOPEDICS SURGERY",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3A,"PHYSICIAN ASSISTANT, ORTHOPEDICS SURGERY",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042G3A,"PHYSICIAN ASSISTANT, ORTHOPEDICS SURGERY",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042P3,CLINICAL PSYCHOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,042S3,CLINICAL SOCIAL WORKER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043E3A,"BIOENVIRONMENTAL ENGINEER, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043H3,PUBLIC HEALTH,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043P3,PHARMACIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,043T3A,"BIOMEDICAL LAB, BIOMEDICAL LAB SCIENCE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044F3,FAMILY PHYSICIAN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044F3,FAMILY PHYSICIAN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044F3,FAMILY PHYSICIAN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044F3,FAMILY PHYSICIAN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044F3,FAMILY PHYSICIAN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044R3,RADIOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044R3,RADIOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044R3,RADIOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044R3,RADIOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,044R3,RADIOLOGIST,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046N3,CLINICAL NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046S3,OPERATING ROOM NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046S3,OPERATING ROOM NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046S3,OPERATING ROOM NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046S3,OPERATING ROOM NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046S3,OPERATING ROOM NURSE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3A,"APRN, WOMEN''S HEALTH CARE NURSE PRACTITIONER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3A,"APRN, WOMEN''S HEALTH CARE NURSE PRACTITIONER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
