Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type
SCOTT AFB,"38°32'29""N","89°51'18""W",16S BH 51169 69750,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCOTT_AFB.html,,Active Duty
SEYMOUR JOHNSON AFB,"35°20'24""N","77°57'41""W",18S TE 30850 14774,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SEYMOUR_JOHNSON_AFB.html,,Active Duty
SHAW AFB,"33°58'02""N","80°29'05""W",17S NT 47603 58641,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHAW_AFB.html,,Active Duty
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty
SOTO CANO ABS,"15°39'0.00""N","87°54'0.00""W",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,,,Active Duty
SPANGDAHLEM AB ABS,"49°58'35.00""N","6°41'55.00""E",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,,,Active Duty
TINKER AFB,"35°25'09""N","97°24'15""W",14S PE 44882 20698,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TINKER_AFB.html,,Active Duty
TRAVIS AFB,"38°16'09""N","121°56'51""W",10S EH 92069 36204,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TRAVIS_AFB.html,,Active Duty
TYNDALL AFB,"30°04'47""N","85°36'26""W",16R FU 34229 28437,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TYNDALL_AFB.html,,Active Duty
VANCE AFB,"36°20'21""N","97°54'47""W",14S NF 97544 22116,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANCE_AFB.html,,Active Duty
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty
"WARRENTON, VA (USA)","38°37'60.00""N","77°46'60.00""W",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
YOKOTA ABS,"35°44'55.00""N","139°20'55.00""E",,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
CP SMITH MGI,"21°22'0.00""N","157°55'0.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty
FT GEORGE MEADE AIN,"39°6'0.00""N","76°43'0.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
MALMSTROM AFB,"47°30'17""N","111°10'56""W",12T VT 86277 61270,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MALMSTROM_AFB.html,,Active Duty
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty
NORFOLK NAS,"36°56'15.00""N","76°17'21.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty
"WASHINGTON, DC (USA)","38°55'0.00""N","77°4'0.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
AL UDEID AB ABS,"25°7'2.00""N","51°18'54.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty
BARKING SANDS COM,"21°1'0.00""N","159°46'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
"BOULDER, CO (USA)","40°0'54.00""N","105°16'12.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty
CAPE CANAVERAL SFS,"28°29'19""N","80°34'22""W",17R NM 41814 51404,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CAPE_CANAVERAL_SFS.html,,Active Duty
CAPE COD SFS,"41°45'8.00""N","70°32'18.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
CAVALIER SFS,"48°43'29.00""N","97°53'59.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
"CHANTILLY, VA (USA)","38°53'18.00""N","77°25'54.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
CHEYENNE MOUNT SFS,"38°49'0.00""N","104°32'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
CLEAR SFS,"64°18'7.00""N","149°7'21.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
"COLORADO SPRINGS, CO (USA)","38°50'2.00""N","104°49'15.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
CP KINSER MGI,"26°22'0.00""N","127°47'60.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
DAHLGREN NYI,"38°19'0.00""N","77°1'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty
EGLIN C6 DEP,"30°34'19.00""N","86°12'57.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
FT BELVOIR AIN,"38°40'60.00""N","77°7'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
FT BUCKNER AIN,"26°16'60.00""N","127°46'0.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
FT DETRICK AIN,"39°25'60.00""N","77°20'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
FT GEORGE MEADE AIN,"39°6'0.00""N","76°43'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GRAND_FORKS_AFB.html,,Active Duty
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty
"HUNTSVILLE, AL (USA)","34°42'0.00""N","86°34'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
JB ANACOSTIA-BOLLING,"38°50'29""N","77°01'05""W",18S UJ 24855 01110,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ANACOSTIA-BOLLING.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty
KADENA ABS,"26°21'20.00""N","127°46'3.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
KAPAUN ADM,"49°42'0.00""N","7°34'60.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
L B JOHNSON SP CN COM,"29°37'0.00""N","95°10'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
LANDSTUHL (GERMANY),"49°25'0.00""N","7°34'0.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
"LEXINGTON, MA (USA)","42°28'0.00""N","71°13'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
LOS ANGELES,"33°54'59""N","118°22'58""W",11S LT 72173 53746,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LOS_ANGELES.html,,Active Duty
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty
MISAWA ABS,"40°42'12.00""N","141°22'6.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB ABS,"37°5'26.00""N","127°1'47.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty
PITUFFIK SBS,"76°31'52.00""N","68°42'12.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
POINT MUGU NAS,"34°7'13.00""N","119°7'15.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
RAF MENWITH HILL,"54°0'0.00""N","1°33'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
SCHRIEVER SFB,"38°48'12""N","104°31'32""W",13S EC 41196 95059,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCHRIEVER_SFB.html,,Active Duty
SIGONELLA IAP,"37°24'6.00""N","14°55'21.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
"SPRINGFIELD, VA (USA)","38°45'0.00""N","77°13'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
STUTTGART VAIHING (GERMANY),"48°43'60.00""N","9°5'60.00""E",,13S,13S (SPACE OPERATIONS),,,,Active Duty
USAF ACADEMY,"39°0'0.00""N","104°52'60.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty
"WAHIAWA, HI (USA)","21°30'0.00""N","158°3'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
"WASHINGTON, DC (USA)","38°55'0.00""N","77°4'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
WHEELER AAF,"21°29'1.00""N","158°2'23.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
WHITE SAND MSL RG AIN,"32°23'60.00""N","106°24'0.00""W",,13S,13S (SPACE OPERATIONS),,,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty
DAHLGREN NYI,"38°19'0.00""N","77°1'60.00""W",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty
DUKE FIELD ABS,"30°39'1.00""N","86°31'22.00""W",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FT GEORGE MEADE AIN,"39°6'0.00""N","76°43'0.00""W",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty
KADENA ABS,"26°21'20.00""N","127°46'3.00""E",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB ABS,"37°5'26.00""N","127°1'47.00""E",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
RAF MILDENHALL,"52°21'43.00""N","0°29'11.00""E",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
RAMSTEIN ABS,"49°26'10.00""N","7°36'23.00""E",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
